filename,occlusion_level,smolvlm_caption,reference_caption
test_836.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Bus interior with people sitting.","Passengers are seated in a mass transit bus traveling down the street.  The driver is seated on the left hand side in an enclosure.  He is visible through the reflection from a rear view mirror.  The farebox is next to the enclosure.  A television monitor is behind the driver, and is turned on.  A woman sits on a seat mounted atop the wheel well.  She has placed a white plastic bag on the floor. A passenger seated behind her is resting his or her foot on the well.  The bus has blue vertical poles for standing passengers to use.  Some bus straps are also suspended from the ceiling for passenger use. It is daytime.  "
test_183.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a composite of multiple images, each showing a person's face. The faces are distorted and have a colorful appearance, with bright colors and black squares. The background is a mix of colors, including blue, green, and yellow.",Someone is taking a picture from inside the airplane bathroom. The bathroom is very small and close. The person has on an olive green top and a carrying bag.
test_393.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: A map with a lot of color.","A paper plate is filled with a salad. The salad has large, soggy pieces of lettuce. They all have salad dressing on top of them. There is a toasted piece of bread in front of the lettuce. The paper plate is white."
test_365.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Kitchen with stove, oven, microwave, refrigerator, and other kitchen appliances.",A note is hanging on the wall above a range top. The walls have white tiles and all the cabinets in the kitchen are white. The refrigerator has a bunch of gray magnets on it.
test_53.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Table full of food with black marks on it.",There are plates and bowls on top of a table. The table is wooden and there are small bowls in the middle. There is food on the plates. There are knives and forks on top of the plate. 
test_446.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Gals in winter clothes are on a street.",There are two people in the photo. One person is wearing a red and black jacket. There is snow on the ground. The person wearing the red jacket is also wearing black gloves. She is throwing a white frisbee to a person wearing a black hoodie. The person in the black hoodie has his hands in his pockets. There is a small house in the background. 
test_823.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of 2 cats on a chair with a pattern of squares.","Two black cats lay on a desk; on is reading its grass on the other cat's hind quarters. One the desk area several items: a red notebook, a vup filled with pens, done papers, a basket with Witeout in it, a teddy bear, and a box of envelopes. There is also an LCD computer monitor, as well as a keyboard drawer. The keyboard drawer is slightly open, showing the bottom of a purple mousepad."
test_532.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a photograph of a city street. The street is lined with tall buildings and the buildings are made of glass and concrete. The street is lined with trees and the trees are green. The street is also lined with cars and the cars are parked along the side of the street. The street is also lined with people and the people are walking along the street.","Four white fire hydrants sit outside. A small brown dog with a long tail is walking toward them, with its rear facing the camera. There are wooden posts lining a parking lot, and greenish brown grass on a hill in the background. There is a wooden fence post in the foreground, and a wire fence. The sun is casting shadows on the ground. "
test_270.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a bridge with a boat on it.",A boy is sitting at a small dock. The boat has small wooden benches on it. Above the boat is a bridge that has people walking on it.
test_815.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a person cutting a laptop with a knife.",This is an image of a laptop. The laptop is being cut by knives. The knives have black handles. The knives have silver blades. The laptop is black at the bottom. There are inputs on the back of the laptop. The inputs are different various types. There are two hands holding knives. The one wrist has a silver watch one it. 
test_605.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Road with trees and sign.","A road runs through a wooded area.  The road has two lanes, each running in opposite directions, separated by a double yellow stripe.  A sign points the way to two separate routes coming up at an intersection.  A pole is over the sign.  It holds overhead wiring.A car is in the background, heading away from the sign.  A stop sign is in the distance in front of the car.  It is partly cloudy."
test_174.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a circuit board with a sign that says thank you or witches.","A cake shaped like a high school track is half eaten and below it is written in blue frosting is ""Thank You Coaches"". On the table near the cake is a tray of cookies, cupcakes, a cobbler, and a dessert bar. beneath the cake there is a beige table runner with plums on it. "
test_243.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a photograph of a table set with cups, saucers, and other items. The table is covered with a tablecloth and there are several people sitting around it. The people are not clearly visible but their outlines are. The table is made of wood and the chairs are made of metal. The cups are made of ceramic and the saucers are made of ceramic. The table is set","There is a table full of food and drinks. There are white plates, silverware, and white cups and saucers. One of the cups holds coffee. There are two clear vessels with silver lids and black handles. Several people can be seen sitting around the table."
test_322.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Zebra and giraffe in purple field.",There are two zebras standing on dirt. They are both facing away in the same direction. There are several bushes on the ground next to them. 
test_269.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: A field with two people in the distance and a bright light in the sky.",Two people are skiing on snow. One of the people is wearing a white coat and orange pants. They are holding black ski poles. There is a person standing behind them also in the snow. 
test_443.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Bicycle in room with black squares.","The bike is leaning on the white wall. The body of the bike is blue with red and linings and white text. The bike is surrounded by shoes and slippers. The seat of the bike is black, and so are the handles and break. There are reflectors on the bike's spokes. The wheels of the bike is black. On the wall there is an umbrella with black handle."
test_302.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Woman and man with dog in field with black squares.",There is a large brown dog standing next to a woman. The woman is holding a blue frisbee in her hand. There is also another person standing next to the dog. 
test_111.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: A person with glasses is in the middle of a crowd.","A man with his face painted red and white has a red and white small umbrella attached to his head. He has a phone in his hand, which he is holding by his ear. He also has a red and white scarf around his neck and a red and white cape. His shirt and pants are black. Behind the man are people gathered on the street, standing around. "
test_456.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Bus with a sign on it.",This image is of a city bus. The front of the bus has a large windshield window. There is a marquee display above the window that reads 44 BEALINE. There is a blue and white license plate below the grill of the bus. The license plate reads CR-526-AX. Both front headlights are turned on. The driver is visible through the front windshield window. She has short hair and is wearing a black jacket. The passenger directly in front of her is a man that is wearing a black jacket with white sleeves and he has short hair. The door is open on the bus and there is an older man waiting on the bottom step to get on the bus. He is wearing a black jacket and jeans. He is also carrying a black and white Adidas messenger bag.
test_766.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: A woman and a child are sitting on a bench in front of a lake.","Two older women are sitting side by side on a park bench overlooking a body of water.  The woman on the right has grey hair and is wearing a white shirt, blue pants and sunglasses. The woman on the left has a sleeveless top and is wearing a straw hat. Flowers are planted in a stone structure to the left of the women  There are two boats docked in the water nearby. Across the water is a very large building and some smaller ones, as well as other boats."
test_185.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Double decker bus with people on the street.",A large double deck bus is driving on the street. There are people standing next to the bus. There is a large red building behind the bus. 
test_774.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a baseball game with a man holding a bat.",A baseball player is holding a bat in his hand while standing on a baseball field. He is wearing a black helmet and a gray and black uniform. A catcher dressed in red and white is squatting behind the player. People are sitting in stands watching the baseball game. A wall separates the field from the people.
test_150.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Cat on a table.","A black cat lays on the keyboard of a laptop. the cat is yawnin as it lays down. The cat has a long tail. The laptop is turned on. The laptop is on the desk. There is a bookshelf on the wall, which is filled with many things. There are books on the floor. There are other items next to the wall. "
test_340.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Cat with squares in background.",A cat is black and white. It has a pink mouth and white whiskers. It is looking up. The cat is laying in green grass. The ears of the cat are pointing up.
test_216.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Bathroom with two sinks and a mirror.","The counter top in a bathroom of a hotel room is made of marble and has two white inset sinks. there is a basket of toiletries on the left, and a box of Kleenex on the right. There is a glass shelf behind the counter with a small bottle in front of a card, and two glasses turned upside down. There is a mirror with a decorative frame on the wall behind the sink."
test_680.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: A cat is eating from a bowl.",The cat is eating cat food out of a round Bowl. The bowl is a light blue color with a brown trim around the edge. The bowl is on the floor. The floor is a light tan color. The floor is made of wood. The cat is a grayish color with black stripes. The pause on the couch all right. Under the cat's neck as white as well.
test_814.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Image contains cars and squares.",There is a broken phone on the ground. There are three pieces that are big and the phone has many buttons on it. The color of the phone is white and silver. The ground next to the phone is very dark. There are many tiny things on the street. It looks like an older kind of phone. The phone at the bottom of the frame is on its front. The buttons on the phone are dark and light. 
test_847.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a man in a blue shirt and green pants is holding a plant.",Three men are standing in a room. One man is leaning over a table in front of a small cake. He is wearing a short sleeve shirt and green pants. The table is white and has brown and gray chairs sitting around it. There is are white coffee mugs and bottles that are also on the table near the man. A gray door can be seen near a wall with a gray door handle on it.
test_565.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a colorful and abstract depiction of a street scene, featuring a variety of elements and objects. Here is a detailed description of the image:

1. **Foreground and Background**:
   - The foreground is composed of several objects and people.
   - In the center, there is a person wearing a green shirt and a hat.
   - To the left of the green-shir",A woman in a white hat with a light brown ribbon walks down a city sidewalk with her purse over her shoulder and carrying a large wooden basket.  There is a railing on the sidewalk and two bicycles are leaning against the railing.  There are a couple of signs and both signs are in the Asian language.  A statue of Colonel Sander from KY Fried Chicken stands in a glass showcase in front of one of the windows.
test_312.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Table full of food with two people in the background.",Two people are sitting next to each other at the table. On the table are drinks and many dishes of various foods. In the middle of the table is a cutting board with a whole pizza on it. 
test_913.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Table with bag, glasses, book, and other items on it.",This is an image of a table. The table has many items on top. The items are strewn throughout the table. The table is covered in a white cloth. There is a tiny pair of scissors on the table. The scissors are metal and silver. The equipment looks to be medical equipment. There is a shoulder bag that is black on the table.
test_861.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a colorful and abstract painting.","Two people are enjoying their time out in the water. A woman is wakeboarding and her board is white, a peach color, yellow, and blue and is in a tie-dye like pattern. She is wearing a pink shirt that is a very bright color, and some short polka dot shorts. A man is wakeboarding far in the background more out into the water."
test_191.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a colorful and abstract painting.",This is a photo inside of a pub.  A sandwich on a roll wrapped in a napkind is sitting directly in front of the camera.  Bottles of beer line the counter top.  A man in a striped shirt stands behind the bar.
test_263.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Surfer in front of ocean with waves.",A surfer is wearing a black wet suit. He is standing on top of a white surfboard. There are large waves in the water behind the man. The sky is blue. 
test_506.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Bathroom with black and blue squares.",A picture of a bathroom with a bath tub and toilet. There is a white sink  under a large mirror in the bathroom. There are lights mounted in teh ceiling. There is a black and white shower curtain on the bath tub. There are many white cabinets under the sink. There is a metal handle next to the shower. 
test_361.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a colorful and abstract representation of a kitchen scene. The central focus is a cutting board, which is depicted in a vibrant and textured manner. The cutting board is filled with various food items, including broccoli, a piece of meat, and some other vegetables. The broccoli is depicted in a bright green color, with its leaves and stalks clearly visible. The meat is reddish-pink in","I see a wooden table with broccoli, onions and carrots on top of it. There is also a sharp kitchen knife next to the carrots. The broccoli carrots and onions appears to be chopped."
test_900.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Tower with lights on it.","In a dark sepia color photograph the top half of a large, very tall clock tower is shown. The tower appears to be at least a few centuries old and could be the Big Ben clock tower in London. The time shown on the clock is eight o'clock, and  the clock face is on two sides of the tower. The tower tapers off high into the sky. Above the clock face are poles and a gable decorated, and in a deep ivory color. "
test_770.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a collage of different elements. It includes a group of horses standing in a field, surrounded by trees and buildings. The horses are various shades of brown and white, and they are standing in a line. The trees are green and leafy, and they are in the background of the image. The buildings are tall and made of brick, and they are in the background of the image.",A herd of sheep stand in a field. There is a white fence around the herd of sheep. There is green grass and dirt under the sheep. There is a large crowd of people standing around the fence near the sheep. There is a large white building off in the distance in front of the sheep. There are trees in front of the large white building.
test_660.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a building with a ferris wheel.",A tower has a green roof that is pointy. Arch windows are on the tower. There are two clocks on front the tower. The clocks have roman numerals color golden. The hands of the clocks are long and golden. People are in the Ferris wheel that has red flags on the top. People are in the round baskets of the Ferris wheel. 
test_85.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Giraffes in a forest with squares.","Two giraffes are standing together but facing opposite directions. The both have brown patches laid out in different patterns. Some of the spots have smooth edges and some have irregular edges. There are small and large patches, with the smaller patches on their heads and upper part of their necks. Both animals have short furry manes running down the length of their necks. They also have short horns on the top of their heads. They are standing near the wooden fence of their pen surrounded by trees with many green leaves."
test_314.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Man on motorcycle in traffic with cars.","A man in a black t-shirt, black leather vest, and blue jeans is sitting on a dark red Kawasaki motorcycle with a USA flag on the back. The rider is wearing a helmet with a design painted on it, and looking off to his left. On the left of him there is a white car in front. And there is a gray car behind him. There are two trucks and two cars going the opposite direction on the left of the street."
test_797.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Colorful objects on table with black squares in background.",A woman's hand is reaching for a smart phone turned on on a white counter. She is wearing a ring on her middle finger and two silver bangle bracelets on her wrist. Next to the phone is a pack of cigarettes with the top open and two cigarettes halfway pulled out. A keyfob and two keys are laying on the pack. Beside that is a tall pilsner glass on a square coaster. The glass is half filled with foamy beer. Lastly is a floral pocketbook with a black strap on its side.
test_576.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Image contains hand with colorful background.","The image is of a man's forearm outstretched holding some fruit. The man has light skin and blond hairs on his forearm. He is holding out his left hand, he is holding a bushel of miniature bananas in the open palm of his left hand. They are lying across his fingers, there are seven small bananas. The man is standing on sand that has many shoe and paw prints in it."
test_758.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Cat on bed with squares and blue and green background.",A black and white cat reclines on a bed.  The cat's eyes are gold.  The left ear of the cat is turned back.  The cat's right back leg is up.  The cat's whiskers are white.  The cat is resting on a light grey comforter.  Behind the cat is a person reading a book in bed.  Only one hand of the person can be seen.  The headboard of the bed is a light red colored wood.
test_827.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Colorful man with tennis racket in front of blurry background.",This picture was taken at a tennis match. The man is wearing a yellow head band and a yellow shirt. The man is holding a black tennis racket. The crowd is behind the man on the court. The man is looking towards to the left. The man is wearing two sleeves on their arms with yellow checks. There is a white logo on the left of the picture.
test_572.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a man surfing in a wave.",There is a man surfing in the ocean. He is in the wave. He is on his stomach on his surfboard. He is holding on with his two hands. The wave is big. The surfboard is red. The man is soaking wet. The water is a greenish color. The man has short sleeves on. The Water behind the waves is calm. The man is wearing some sort of paddle on his feet.
test_858.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a woman and a child in a room with black squares all over it.","A young girl in a bright orange t-shirt is standing on a tiny child's skateboard while a woman in a pair of blue jeans and a patterned top kneels with one knee on the floor anf holds the girl steady, her right hand under the girls right arm and her left hand on the girls left hip. They are in a living room on a beige mat with a black border. Behind them is a small table with a telephone, calendar and writing pads. In the far distance is a wooden rocking chair. Both the people in the shot are looking up at something."
test_132.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a photograph of a person riding a bicycle in front of a train station. The person is wearing a blue shirt and black pants. The train station is made of glass and metal, and there is a train on the tracks.",The people are waiting at a train platform. The train is yellow and blue and has a white number 2 on it. There are dotted warning lines on the platform. There is a large metal pole next to the people. The man has a gray hat on and a tan heavy jacket. The other man has on a puffy black jacket. The man has a grey and black bicycle.
test_616.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a photograph of four people roller skating on a street. The people are wearing casual clothes and are skating in a line. The background of the image is a street with trees and houses. The image is taken from a low angle, and the people are in the center of the frame. The image is in full color, and the people are in different poses. The people are all smiling","Four people roller blade down a street. Each person is wearing safety gear: helmet, knee pads and gloves.  Each person also holds two ski poles.  One man wears a red and white jacket.  Two of them wear black and one wears an open blue jacket.  A car and a white house are visible behind them.  A tree sits upon a landscaped median directly to their left."
test_722.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Picture of a park with people in it.","A man is standing on a grassy field flying a kite in the air. He is wearing a white shirt and gray pants. The kite is blue, green, yellow and orange in color. White strings attached to the kite are being held by the man. Two people are sitting on a blanket near the man. A dog is standing behind the people. Tall trees can be seen at the back of the field. Two tall buildings are standing behind the trees."
test_290.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Black squares on top of water.",a bunch of birds are on the ocean shore. the shore is very shallow. the birds are white in color. you can see their reflections in the wet sand.
test_139.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Image contains a person in yellow shorts and blue shirt in front of a green wall and a pink background.",A tennis player stands on the court. The man has just hit the tennis ball. THe man holds a tennis racket. The man wears a colorful shirt. There are a few people watch the game. The sky is blue and sunny. There is a ferris wheel behind the stands. There is a tree by the ferris wheel. The court is blue. There are tall buildings in the background. 
test_537.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Elephant in water with squares and rectangles.","A small elephants is bathing in a small man made pond. The water is shallow coming to his under belly and covering his legs. There is water splashing to the right of the elephant. The bottom of his tail is in the water, and his trunk is raised upward as he closes his eyes. The shadow of his turns is cast on the light colored rocks in front of the elephant as the sun shines above."
test_698.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Two people play wii with a group of people watching.",Two men are playing a video game together. They have both have two remote controllers in their hands and one of them is swinging one of the controllers. There are a bunch of people behind them that are watching the two young boys play the game. One boy has a light blue tee on and the other boy has a white hat on.
test_310.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: The image is a colorful and abstract representation of a scene, likely depicting a forest or wooded area. The focal point of the image is a group of animals, which appear to be bears. The bears are positioned in a semi-circle formation, with one bear standing in the center and the others positioned around it. The bears are depicted in a variety of colors, including shades of brown, black,","A man in an elaborate blue, red and gold eastern style costume is standing in front of a stand on which two large brown bears are on four paws and appear to be kissing the man on his cheeks. Behind them is a cloth with has small bears and trees painted on it. A large large with rope on it is in front of them."
test_622.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Bear in tree.",A bear sits on a tree. The bear is alone. the bear is black. The bear has a leg in the air. The tree has bark on it. The tree is brown. There are leaves on the tree. There are many branches on the tree. The bear is small. There is sunlight all over. The bear is laying down. There are many trees. The bear is in the woods. The trees are standing up.
test_450.jpg,10,"User:<image>Without paragraphs describe the image in less words.
Assistant: Image contains two people, one is standing and holding ski poles, the other is standing and holding ski poles. Background is a mountain.",A Man is standing in ice and snow while holding skiis. The sun is shining behind the man. There is a red pole to the right in the picture and a man in front of the first man. The man is kneeling and crouching. They are both atop of a mountain. The mountain is covered in snow. The clothing they are wearing is white and grey.
