filename,occlusion_level,predicted_caption,reference_caption
test_67.jpg,10,Two young boys are playing tennis on a tennis court. One of the boys is wearing a red short sleeve shirt and dark shorts. The other is wearing,A person is jumping in the air on a snowboard. There is a ski lift behind them. There are trees next to the ski lift. There is a lot of snow on the ground under them. 
test_544.jpg,10,The image is in black and white. A fighter jet is flying in the air. The jet has markings on it denoting a fighter plane. The,"The image is of a jet plane. It is gray in color and has two small black wheels below its body. These small black wheels extend to each side of the plane. On the front of the plane there is a propeller that is moving in full motion, as the plane is up in the air. The letters ""TF-FTE"" are on the bottom of the left wing. The tail has a small wing on each side. The sky appears gray and dark."
test_651.jpg,10, a person is riding on a horse. the horse is brown in color. the person is wearing a black jacket. there is a cloud in the blue,A group of sheep are running in some grass. There is one small black sheep and the rest of the sheep are white or off-white in color. The sheep are running through somewhat short green grass. Small flowers are visible in the grass. There is a dirt path as well as trees that are visible in the background. It is daylight outside.
test_171.jpg,10,The dog is looking directly at the camera. The dog's nose is black. The fur around the dog's nose is white. The dog's eyes,A large black bear is standing on a field. There is grass and dirt behind the bear. The bear has brown eyes and brown fur around its mouth. 
test_249.jpg,10, A snowboarder is in the air. The snowboarder is wearing a black coat. There is a black toboggan on the snowboard,A man stands in the snow. He is holding a black pole. There are trees behind the man. There are tracks in the snow. The man is wearing a dark colored cap. 
test_12.jpg,10,a polar bear is walking on the grass. the grass is very green in color. the polar bear has it's mouth open. the mouth of the,A man is sitting on the back of an elephant. They are walking through a very high swamp area. They are being seen from in between the perspective of two logs of a tree.
test_516.jpg,10, a cake has a penguin on it. the penguin is white. there is a dessert on the table. there are drinks on the table.,"A long food banquet table is covered in a white tablecloth with long red cloth fringes.  The table is covered in food on metal platters.  In the center of the table are several raised bowls of food.  Next to the table in the foreground is another identical table with different food items.  Two large windows are on the wall next to the tables.  The windows have white sheer panels and dark blue curtains.  The room the table is in has red walls and hardwood floors.  A tall, green, decorated Christmas Trees  is against the wall next to the windows.  Another plain red table is in front of the Christmas tree with two tall glass bowls filled with oranges on it."
test_920.jpg,10,Three kids are riding on top of a green motorcycle. The kid on the left is wearing a red shirt and blue jean shorts. The girl on,Busses are parked on a grassy field. The bus in the foreground is a red double-decker with the number 229 on it. The back door is open but a white strip of material is across the opening blocking the entrance. To the right is white and red bus that has the name Chalkwell advertised on the back. Next to that is a mostly yellow double-decker.
test_49.jpg,10,Two young boys are posing for a picture outside on a sunny day. One of the boys is wearing a blue jacket and dark pants. The other is,A young boy is walking with a horse. The young boy has on a black sweater with a blue shirt tied around his waist. The horse is a dark brown color and looks very friendly.
test_43.jpg,10,Two young girls are posing for a picture outside on a sunny day. One of the girls is wearing a pink tank top and blue jean shorts.,a boy is playing frisbee. the frisbee is white in color. the shorts are red in color. his shirt is black and red. he is wearing white shoes.
test_272.jpg,10,Old rusty train tracks sit in the middle of a quiet city street.  The tracks are surrounded by a green hedge and green bushes.  A sign,"An abandoned train is shown on the tracks. There are some graffiti words on the train. The color of the writings are green, yellow, black, white, and a gray color. "
test_260.jpg,10,A candle is lit. The candle is in a little brown container that is sitting on top of a wooden table. The candle is a beige color,A tall brown and white cake is sitting on a table. There are red and yellow flower petals around the cake. There is a white plate on the table with a fork on top of it. 
test_493.jpg,10,A person is jumping in the air upside down. The person is wearing blue jeans. There is a red board on the ground upside down. The person,"A woman is skating around a concrete skate park. It looks like an old swimming pool and her shadow is cast below her by the sun. Both of her feet are on the black skateboard. She is wearing a sleeveless short red dress and black sneakers. Her arms and legs are bare, only the back of her head can be seen. Her hair is bleached blond and she has dark roots showing. "
test_851.jpg,10,The sky is partly cloudy and blue. There is a giant clock tower in the distance. The face of the clock is white with black numbers. There,"A man is relaxing on a lounge chair in front of a swimming pool on a warm sunny day.  He is white.  He is wearing a baseball cap and swim trunks.  There are no other people sitting on the chairs, which are white.  Four large white umbrellas provide shade.  The water in the pool is calm and is blue, reflecting the sky.  The side of the pool is made up of blue tiles.  "
test_269.jpg,10, A whimsical set of kite is being flown over the beach on a warm day.  The set consists of a blue scuba diver followed by,Two people are skiing on snow. One of the people is wearing a white coat and orange pants. They are holding black ski poles. There is a person standing behind them also in the snow. 
test_872.jpg,10,Behind the curtain there are two cats enjoying the outdoors. One of the cats is a white color and the other is black and brown. Both cats have,This picture is taken inside of a bathroom. A small window is hanging above a white tile wall. There is a shower near the window. Two white curtains hang on a rod that is surrounding the shower. A white toilet sits near the shower. Part of a white sink can be seen near the toilet. The floor of the bathroom has large white tiles on it.
test_15.jpg,10,Two young boys are posing for a picture outside on a sunny day. One of the boys is wearing a short sleeve shirt and dark pants. The other,A woman is walking her dog. She is on a skateboard while she is holding the leash of her dog. She is wearing a gray hoodie and some black shorts.
test_572.jpg,10,There is a big wave in the water. There is foam on the top of the wave. The wave is starting to crash .There is a person,There is a man surfing in the ocean. He is in the wave. He is on his stomach on his surfboard. He is holding on with his two hands. The wave is big. The surfboard is red. The man is soaking wet. The water is a greenish color. The man has short sleeves on. The Water behind the waves is calm. The man is wearing some sort of paddle on his feet.
test_593.jpg,10,a man is looking at an animal. the animal is a cat. the cat has stripes. the cat has grey fur. the man is wearing a,"In this black-and-white image, a man is holding a cell phone to his right ear and looking straight ahead. He has very short, dark hair and has an East Asian appearance. He is standing next to a motorcycle outside a building. He appears to be wearing a robe. The appearance of him is reminiscent of a Buddhist monk."
test_800.jpg,10,There is a white toilet in the corner of a room. There is a picture hanging on the wall above it. There is a white sink next to,"This image is of a bathroom. There is a white toilet and sink which are situated next to each other on one wall. There is a window above the toilet which has a board over it. There is a mirror over the sink with an arched shaped to it. An empty toilet roll holder is hanging on the wall to the left of the toilet. There is a dirty rag laid flat under the sink which looks as though it has been placed to catch drips from under the sink. The bathroom door is visible and ajar, it has a brass colored door knob. The flooring is tile, mostly beige but with some accent colors included, and the walls are papered with an orange floral patterned paper."
test_158.jpg,10, a bunch of people are playing a game. the game is projected on a screen. the screen is white in color. there are mountains in the distance,There is a man in a white uniform wearing a black cap pitching a baseball. There is a man standing behind him wearing a black shirt and gray pants. There is a player in a white uniform that is swinging a baseball bat about to hit the baseball. Behind that man is another man in a black shirt and gray pants who is crouched down wearing a helmet and face guard. 
test_487.jpg,10,The sky is partly cloudy and mostly blue. There is a cow standing on a rope. The cow is white. The rope is black. There are,"This is a black and white photo of elephants standing in a row. There are ten elephants shown in the picture. There are men standing in front of the elephants. The men are wearing denim, hoodies, and hats on their heads. They are holding hoses and they are spraying the elephants down. There are people in the background behind the elephants, too."
test_92.jpg,10,The image is of a stadium.  There is a base ball game in progress.  A security fence is in the foreground.  Tall green grass,A dark street with a wire fence surrounding a building. There is a light in the distance. A sign on a pole is halfway on the sidewalk.There is a microwave and other debris on the walk.
test_722.jpg,10,Two people are standing on a beach flying kites in the air. One of the kites is blue and the other is red. There is a,"A man is standing on a grassy field flying a kite in the air. He is wearing a white shirt and gray pants. The kite is blue, green, yellow and orange in color. White strings attached to the kite are being held by the man. Two people are sitting on a blanket near the man. A dog is standing behind the people. Tall trees can be seen at the back of the field. Two tall buildings are standing behind the trees."
test_526.jpg,10,The baseball player is swinging the bat. The bat is black. The player is wearing gloves. The glove is black. The man is wearing a red,"The image is a pencil outlining of a baseball player on a baseball field at  home base. The sketch appears like a comic strip picture that has not been colored in. The baseball player has the baseball bat raised in the air and is looking towards the direction of where the pitcher would be standing. The uniform of the player has the letters ""ARAI"" on the back of the shirt with the number 25. Both the shirt and the pants are striped. The player is also wearing a baseball helmet on his head and gloves on his hands."
test_663.jpg,10,the scene takes place in a park. there are three animals. one of the animals is a dog. the dog is black and white. the park,"A small, skinny, scruffy dog wearing a red collar is sitting on a wooden rocking chair. The small dog is looking up towards the sky as he sits on the chair. Vertical blinds on a window behind the chair are pulled open and reveals a dimly lit living room. Behind the chair on the left there is a metal table frame with no table top, and a small green plant."
test_858.jpg,10,There is a girl standing in front of a cake with red writing. The girl is wearing eyeglasses on her eyes. There is another girl in,"A young girl in a bright orange t-shirt is standing on a tiny child's skateboard while a woman in a pair of blue jeans and a patterned top kneels with one knee on the floor anf holds the girl steady, her right hand under the girls right arm and her left hand on the girls left hip. They are in a living room on a beige mat with a black border. Behind them is a small table with a telephone, calendar and writing pads. In the far distance is a wooden rocking chair. Both the people in the shot are looking up at something."
test_523.jpg,10, a ceiling light is shining on a fire hydrant. the hydrant is covered in snow. the snow is white. there is a pile of dirt,A stop sign is locating at an intersection on 7th street. There is a street sign and a bunch of pedestrians as well. The pedestrians are all walking across the street and they all have on short sleeve shirts. There are a bunch of palm threes located in the background and the sky is very clear and monotone. 
test_795.jpg,10,"The image is of a kitchen, which is mostly white. There is a dark brown stove with two red towels hanging from it. There is a black",A white porcelain toilet sits with the lid open on a concrete platform over warped linoleum. The pipes running to the toilet are exposed against the yellow walls. Above the toilet are small square cutouts showing a view of the outside. On the opposite side of the room is a black trash can filled with water with a red plastic pot floating on top of it. A smaller blue waste can is on the floor behind it.
test_697.jpg,10,Three people are walking in a park together. The people are all carrying umbrellas to Shield them from the Sun. The umbrella that's further ahead,"This picture is taken outside on a rainy day. Two women are walking while holding umbrellas above their heads. One woman is wearing a short sleeve blue shirt. She is holding a black umbrella above her head and carrying a white plastic bag in her hand. The other woman is wearing a gray shirt. She is holding a purple umbrella above her head and carrying a polka dot purse on her shoulder. Two other people can be seen in the background, a man and woman, walking under a white umbrella."
test_510.jpg,10,a man is looking at an elephant. the elephant is grey in color. the man is wearing a hat. the hat is very big. the elephant,"A giraffe is standing in the grass with his head halfway down towards the grass. The giraffe is looking at something in the grass and his mouth is open. His left front leg is standing wide and far from his body. The giraffe is young and he has a long neck and long legs. The grass is both, green and dry and there are trees casting shadows on the ground. "
test_873.jpg,10,The little girl is standing on the grass. The girl is wearing a jackey. The jackey is silver. The little baby is wearing,This is a picture of a group of kids. The kids are standing under an umbrella. The umbrella is purple with a cartoon on it. The girl in the middle has a blue jacket on. The girl has dark blue jeans on. The girl has long brown hair. The girl to the right has a long purple and white jacket on. There is a large red house with green trim in the background.
test_221.jpg,10, a person is holding a remote. The remote is white. The person is wearing a gray shirt. There is a black keyboard in front of the person,Some people are gaming together in a room. They all have there own computers and are focused on the game they are playing. They all appear to have some snacks and drinks next to them.
test_536.jpg,10,There is a person surfing on a wave. The person is wearing a black wet suit. There is another person standing behind him. There is a green,A man in a black wetsuit is surfing. The sky above him is a dark shade of blue with a lighter area towards the water. The ocean that he is surfing in is a shade of green with white foam meeting the skyline. The man has his arm outwards for balance and his body bent. His surfboard is white and has a point on the end.
test_566.jpg,10,The sky is partly cloudy and gloomy. There is a bike leaning against the pole on the sidewalk. The brake lights on the bike are on. There,A picture of people having a bike race. There are orange cones on and around the street. There are tall buildings behind the bike race. There is a large green tree to the right of the bike race. There is a tall street light to the left of the bike race. There are white lines and words painted on the street. The two men at the lead of the bike race are wearing helmets.
test_913.jpg,10,The image is of a cubicle. The cubicle has a desktop and a laptop computer which are both on.  The desktop screen shows a man,This is an image of a table. The table has many items on top. The items are strewn throughout the table. The table is covered in a white cloth. There is a tiny pair of scissors on the table. The scissors are metal and silver. The equipment looks to be medical equipment. There is a shoulder bag that is black on the table.
test_125.jpg,10,The sky is partly cloudy and mostly blue. There are hardly any clouds. There are more clouds in the distance over the mountains. The mountains in the,There are lines of purple trees. There is a puddle of water in front of the trees. There are people on the grass in front of the trees. 
test_706.jpg,10, a person is holding a horse. the horse is brown in color. there is dirt on the ground. there is a cloud in the blue sky.,The elephant stands in the grass. The elephant is small. The elephant has tusks. The tusks are little. The elephant is grey. The elephant is standing by the water. The water is like a river. The grass is mostly yellow. There is a hill on the other side of the water. The water is still. there is wood in the water. The grass is short. There are trees on the other side of the river. 
test_82.jpg,10,Two young girls are posing for a picture outside on a sunny day. One of the girls is wearing a pink tank top and blue jean shorts.,"A green pasture is depicted in this image.  The pasture has a lake running through it with clear, calm water.  Grass on both sides of the water is tall and a fence can be seen at the front of the image.  The grass around the fence is really tall.  Cows are on the far side of the lake."
test_319.jpg,10, is a tall stone building. the stone building is tan in color. the sky is very clear and void of clouds. the grass is very green and,There is a wood fence with bushes and trees in front of them. There is a large brown cow behind the fence. The cow is standing in a field of grass. The sky is blue and there are no clouds in the sky. 
test_362.jpg,10,Three sheep are in a field. One sheep is a white sheep. One sheep has a black face. One sheep has a brown nose. One sheep,A sheep is laying down in some hay. There is a hand of a person reaching in and petting the sheep. The person is wearing a blue jacket. The sheep is looking up. 
test_270.jpg,10,Three boats are seen clearly in the bay. They appear to be stationary. Two of the boats seem to be empty but the third boat in the distance,A boy is sitting at a small dock. The boat has small wooden benches on it. Above the boat is a bridge that has people walking on it.
test_9.jpg,10,The man in the background is wearing a white shirt. The man in the foreground is wearing a gray sweater. The man in the background has a gray,TWO CELL PHONES ON THE TABLE.THEY BOTH ARE DARK IN COLOR A ND ARE BLACBERRYS.THERE ARE THREE CUTTING KNIVES.ONE KNIFE IS BETWEEN THE TWO PHONES.THERE IS A THIRD PHONE WITH A KNIFE LYING OVER IT.
test_110.jpg,10,There is a person sitting on a bench. The bench is green. The person is wearing a jacket. The jacket is black. The person is wearing,A person is sitting on a bench. There is a black bag sitting on the bench. The person is wearing a straw hat. There is a large tree in front of the person.
test_765.jpg,10,There are people playing at the fountain. The fountain produced a small rainbow. The woman walking towards the park is carrying a maroon umbrella. The umbrella,"Two small toddler boys are standing outside on a dirt and grass field. Several blow up amusement structures can be seen. One is a boucy one with a yellow front and another looks like a huge yellow and red blow up slide. One of the toddlers, who is dressed in an orange shirt and jeans, is holding a tennis racket in one hand, and a red and yellow ball in the other. Another racket lies on the ground next to him. An adult wearing white shorts and shirt stands near the toddlers, and another child and adult can be seen behind him."
test_311.jpg,10,Three kids are playing a make-shift game of baseball in a field. The kid standing in the dirt is at bat. He is wearing a blue,A red fire hydrant is in the dirt. There are green bushes all around the hydrant. There is a brown leaf on the ground in front of the hydrant. 
test_425.jpg,10,The man is standing in front of the Christmas tree. The Christmas tree has white lights all over it. The man is wearing a blue peacoat,A man in a straw hat holding up his tiger neck tie. The man is wearing a black watch. There is a pink and brown stripe around the rim. There are people standing behind the man in the straw hat. There is a white umbrella above the man in the hat and tie. The man in the straw hat is wearing a white shirt. The man in the hat is wearing glasses.
test_637.jpg,10,There is a potted plant on the table. The table is made of wood. The table is dark brown. The pot is transparent. The pot,A book is open on a bed.  There are sheets on the bed with blue stripe.  It is a comforter and a pillow is under it.  The writing in the book is a black print font.  It is turned to chapter 6 on white pages.   A white wall is behind the bed.  The comforter is ruffled and messy.  Shadows are casted on the bed from the light.  Creases are visible in the comforter.
test_725.jpg,10,The man is standing in front of a wall. The man is wearing eyeglasses on his eyes. He is also wearing a hat. The hat,An elderly man stands in the sun looking at the camera.  He is next to some kind of shelter in a park or on a golf course.  Purple columns supporting the top of the structure can be seen.  He wears a purple striped jacket and dark red tie with some white design on it.  He squints from the sun but does not smile.
test_293.jpg,10,The image is of a skateboarder in the air and his feet are off the skateboarder.  The skateboard is a vibrant shade of,A cat is lounging on a flat screen TV.  The cat has white paws.  The TV is mounted on the wall.  A bed is reflected on the screen of the TV.
test_569.jpg,10,There is a mountain of snow on the other side of the water. There are trees on the other side of the mountain. There are two birds flying,"A young child is brushing his teeth.  He appears to be about three or four years old.  He looks Asian, with epicanthic folds in his eyes.  He has brown hair and light eyebrows. He is wearing a white t-shirt. The toothbrush is blue and gray.  The sink is white.  A mirror in the background reflects a bathtub or another sink.  Nobody else is visible."
test_571.jpg,10, A snowboarder is in the air. The snowboarder is wearing a black coat. There is a black toboggan on the snowboard,A person is in fast motion skiing on the snow. The skis are multicolored. The trees in the background are a blur because the person is moving. The person is wearing a hat and gloves. The hat and gloves are both black. The trees in the background have snow on them. The person is wearing black pants. The hood on the person's jacket is bright red.
test_592.jpg,10,In this image there is a man in a blue shirt and dark pants. He is bending over and looking at the mirror. There is a black microwave,This photo takes place inside of a bathroom. A long green curtain hangs inside of a white tub. Part of a window can seen above the tub. A window sits over a white toilet. Two small shelves are on a corner wall near the window. A roll of tissue hanging on a tissue holder near the toilet. The floor is blue in color. A small trash can is on the floor near the toilet.
test_296.jpg,10,Three kids are posing for a picture. The kid on the left is holding an orange frisbee. The kid on the right is wearing glasses.,"A wooden table is next to a white stove. On the table are an apple, a pomegranate, a plastic container with brown food items, a container with cooking utensils and several other food related items. The tiles behind the table are beige and brown. "
test_709.jpg,10,  There is a dark colored door on the building.  There is a crooked lamp post in front of the door.  There is a gray box,"A double image of the same athlete.  The athlete is wearing a purple polo shirt and a ball cap that is covering his eyes.  He has on white shorts and white socks on his feet with white sneakers with some black.  On his left knee, he is wearing a black brace.  He has a white cuff on his left wrist.  Both hands is holding a tennis racquet. "
test_890.jpg,10,There is a person riding a white horse. The horse is jumping in the air trying to throw the person off of his back. The person is wearing,A boy is skating on a skating ramp. He has a skate board under his feet but his body is parallel to the ground. His knees are bent and his arms are in the air. His has brownish-red curly hair. He is wearing gray shorts and a black shirt. The skate board is green. The skating ramp is gray. There are trees surrounding the skating ramp.
test_135.jpg,10, a parrot is in the sky. the sky is blue and clear. the parrot has a blue crown. the sky is orange and clear.,A bird is walking in the grass. The bird has no hair on its neck. The body of the bird is white with black and brown spots. The bird has a dark colored eye and white hair on its head. 
test_684.jpg,10,The sky is reflected in the water. There is a boat sailing along carrying people. The light house is at a distance from the boat in the distance,In this photo there is a bridge with three oval openings straight in the distance to the left. The photo is of a still and calm body of water. Surrounding the body of water is grass and tree filled land. The sun is setting in the sky and it is the evening. There are more trees on the right side of the photo.
test_896.jpg,10,There is a wooden wall that has been painted white. On top of the wall there is a black lamp post that is turned on. There is a,"A man is standing in a room of a building. He is wearing a suit and tie, and holding an electronic device in his hand. The carpet in the room is red. A long picture frame is hanging on a wall at the back of the room. A sofa, chair, plant and a table can be seen near the picture frame. A small green lamp sits on top of the table."
test_313.jpg,10,Three people are riding horses in the street on a cloudy day. There are large buildings behind the people. A woman is riding a horse who is wearing,"A parade is going down the street in a town in a residential area. There are there police officers on motorcycles in the front, and behind them there is a police car. People are standing on the sidewalk watching as the parade goes by."
test_447.jpg,10, are flowers in a field. There are clouds in the sky. There is a hill with cows on it. The cow are grazing on the grass.,There is a large grey elephant standing in a field. There is dirt and grass in the field. There is a large log on the ground next to the elephant. There is a large tree in front of the elephant. There are tall trees behind the elephant. There is tall grass and weeds in front of the elephant. There are white clouds in the sky.
test_312.jpg,10,Three people are posing for a picture. The two women are wearing ties. The women are holding wine glasses. The man is wearing a gray shirt.,Two people are sitting next to each other at the table. On the table are drinks and many dishes of various foods. In the middle of the table is a cutting board with a whole pizza on it. 
test_252.jpg,10,The bed is made of wood. The bedspread is fluffy. There are two pillows set on the bed. There is a lamp next to the,A bed covered in white blankets and pillows sits in the corner. There is a silver laptop sitting on the bed. The apple logo on the screen is lit up. There is a poster hanging on the wall. The walls of the room are white as well. The laptop on the bed is open. There is nobody in the room.
test_811.jpg,10,Behind the trees there are lush trees and lush bushes.  A giraffe is grazing on the grass.  A giraffe's long neck is curved,"This is an outdoor image taken in a wild area that is full of wild life.In the middle there is paved road and on the side there are trees and dead grass on the side.In the middle of the road,there is a large giraffe walking west and behind him,there are three elephants walking across the road.The first on is on the side in the grass,the second is in the road and the third one is on the right in the grass also walking west."
test_421.jpg,10,There is a person surfing on a wave. The person is wearing a black wet suit. There is a tree growing in the water next to the water,"A person is surfing a large wave during the day. The spray from the wave is large and white, the wave is a light green. The person is wearing a pink and black long wetsuit. The hair on the person's head is very dark. Under the surfer is a white and blue surfboard. The sky above the surfer is blue. The bare hands of the surfer are a little tan and dark."
