filename,reference,prediction
val_652.jpg, are people outside skiing. There is snow covering every part of the ground. There are mountains in the background. The mountains are covered with snow. The person, A skier is standing on top of a mountain.  The skier is looking down at a bunch of skiers below him on a different level
val_778.jpg, Chopping board is on the countertop. The Chopping board is made of wood. The wood is a light tan color. The knife is on the,Two people are sitting in front of a wooden table that has a round white plate on it. There is a black hat on the woman and on the
val_755.jpg," are two teenagers on the street. They have skateboards. One of them is jumping with his skateboard. The other one is watching, while holding the",Three people are skating down the street. There are no cars on the street and there is a brick building on the other side of the street. There
val_42.jpg, white plate is sitting on a wooden table. On the plate is two sandwiches. next to the sandwiches are a tomato and a piece of lettuce. ,There is a big plate on the table. The plate has food on it. There is red sauce on the plate. There is cheese on top of
val_704.jpg, photo was taken indoors in a room of people. The people are standing in front of a table. The table has a blue table cloth with white writing on, a man in a suit is posing for a picture. The man is wearing a black pinstripe suit with a red and blue striped tie and a
val_355.jpg," young caucasian man stands smiling at the camera. He has brown hair, and he is standing in front of a white door with a grid of 15",A man and a woman are standing in front of each other in a room. The man is wearing a black short sleeve shirt and brown bottoms.
val_815.jpg, is an image of an airport runway. The runway is made of light gray pavement. There are yellow guiding lines painted on the runway. There is a plane,The sky is cloudy and gloomy. Below is the field field field with people flying kites. The kites are flying high in the air. The
val_9.jpg, teddy bears are sitting on a bed holding a big camera and a small camera. both camera's are black in color and branded Nikon. the bed is, a cat is sleeping on a pillow. the pillow is white in color. the cat has grey fur. the cat has long whiskers. the cat
val_130.jpg, white couches with blue pillows on them. There is a vase with yellow flowers on top of the coffee table. Two blue chairs are in the,The room in this photo is painted light wood. There is a gray couch in the middle of the room. There is a rug with a white floral
val_200.jpg, are a lot of kites in the sky. under the kites is the ocean. there are a lot of people flying kites. the weather is,Two people are wind surfing in the water. The person on the left is wearing a yellow shirt and turquoise pants. The person on the right
val_150.jpg, photo is taken outside on a sunny day. A shadow of a man can be seen in the photo. There is a paper plate with a large slice of,The pizza is on a white ceramic plate. The sauce on the pizza is very bright and red. There is cheese and sliced up purple onion on top
val_617.jpg, are stacks of Bounty paper towels. The package is green. The letters are black. The paper towels are stacked around the parking meter. The parking meter is,Two people are standing in front of a building. There is a green and white sign on the wall in front of them. There is a yellow hyd
val_471.jpg, photo is taken inside of kitchen. The cabinets are brown and have white counter tops on top of them. A white microwave is sitting on the counter top.,The kitchen is very clean. The stove is white. The clock on the stove is lit up in green. There is a hole in the wall that
val_646.jpg, front of a car is made to look like a mouth with sharp white teeth. The car is a gray color and the mouth is black. The teeth are,Two people are riding bikes in the street. They are dressed for the cold weather. They have skis on their feet and poles in their hands.
val_837.jpg, is an image of a kitchen. The kitchen has a chair with a red cushion. The kitchen has a table with red place mats. The chairs are made,"Behind the counter, there is a stainless steel fridge and freezer.  The freezer has a microwave and a coffee maker.  There is also a black"
val_449.jpg, is dusk outside and street lights can be seen. A blurred image of a woman in black can be seen. The woman is crossing a city street. The,The sky is partly cloudy but still blew. There is a truck driving by the grassy field. Two people walking on the sidewalk in the distance.
val_590.jpg, photo is taken inside of a room. People are sitting at desks eating food. The desks are brown in color. One woman is eating a hot dog.,Two people are sitting at a table in a restaurant. The person on the left is holding a sandwich and sticking it in his mouth. The person on
val_478.jpg, image is a riverbank. There are three boats docked in the water. Two of the boats are unattended and one has several children standing on it,The sky is partly cloudy and mostly blue. There is a boat sailing along carrying people. The light house is at a distance from the boat in the
val_827.jpg,"olls in the shape and size of Ken dolls are dressed alike in black pin stripe suits, blue shirts and red ties with blue dots. One arm is behind",The image is of a cubicle. The cubicle has a desktop and a laptop computer which are both on.  The desktop screen shows a man
val_840.jpg," street sign at an intersection is lit up at night, and has lights with a number to call for parking, as well as arrows pointing in the direction of",There is a street next to the street. There is tall buildings behind the street. There is a light post in front of the street on the sidewalk
val_414.jpg, little sheep are outside. There are three on the screen but only two you can see the faces of. A man in a red shirt and hat is standing,Behind the fence there is a lamb. The lamb is looking right at the camera. The lamb is a light brown color. The lamb has a long
val_286.jpg, room is empty. the room has a table in it. the table is white in color. the table has a bowl of bananas on it.,"The image is of a kitchen, which is mostly white. There is an island surrounded by several chairs. The chairs are white with brown cushions."
val_562.jpg, young boy is riding a skateboard in the street.  A house is behind him on  the far side of the road.  There are no cars,Three people are standing on a skateboard in the middle of a street. There are cars parked on the street in front of them. There is a
val_917.jpg, little girl is standing on a tennis court. The court is blue and green with white lines on it. The girl is wearing a white shirt and skirt.,Two young boys are playing tennis on a tennis court. One of the boys is wearing a red short sleeve shirt and dark shorts. The other is wearing
val_207.jpg, silver laptop is sitting on top of a wood table. There is a black mat under the laptop. There is a white box on top of the table.,"The laptop is turned on. The screen's frame is black and the keyboards are white. At top of the laptop is a sign says ""Browse"
val_239.jpg, person is playing tennis. her top is yellow in color. her pants are grey in color. the shoes are white in color.,The tennis player is rearing back to hit the ball. He is wearing wristbands on his wrist. The wristbands away. The tennis player is
val_635.jpg, sheep stands in a field of green grass. There is a small sheep beside the white sheep. The grass on the field is tall. There are other sheep, sheep are outside grazing. Most of the sheep are white. Some of the sheep have black faces. There is a fence surrounding the sheep with wood poles
val_808.jpg, giraffes are in the wild. The ground is covered with golden dry grass. The giraffe near the small tree is short. The small giraffe,Two giraffes are seen together and are standing outside in the middle of some grass area. They seem to be located in the middle of a zoo
val_767.jpg, large black motorcycle is parked beside a set of tracks. The motorcycle has a broad black seat and a large oversized silver gas tank.  A headlight sits,Two motorcycles are parked beside each other in a row.  The motorcycle on the left is blue and black and the motorcycle on the right is red.
val_225.jpg," table with a pizza, salad and drink on it. The pizza is missing a slice and that slice is on a white plate with a knife and fork.",There are three slices of pizza on a plate. The pizza has pineapples and ham I believe. There is cheese and sliced up purple onion on
val_190.jpg,bras and giraffes are fathered by a tree. The tree has large limbs but not a lot of leaves. The grass that the animals are, image is of a zebra in an open field.  The zebra has a black and white stripe pattern.  The field appears to be large
val_474.jpg, small blue plan is landing on a landing strip. The plane has white lettering and a large white star in the middle. The wheels are small and black,Three young girls are posing for a picture outside at a fair. The fair has blue and white stripes on it. Some of the girls are riding on
val_448.jpg, is a white counter with wood cabinets on it. There is a silver pot sitting on top of a black burner on a stove. There are white knobs,"Behind the counter, there is a stainless steel refrigerator with refrigerator door open. In front of the refrigerator is a black microwave oven. In front of the"
val_494.jpg," left half of the image is a white, plastic fruit basket. Inside the basket is a banana that has been cut into two halves, 2 oranges, 2",Two white plates are sitting on a marble table. On the right side of the table there is a stainless steel knife with a black handle. On the
val_451.jpg, little dog is sitting inside of a suitcase. The suitcase is a dark slate color and has a couple of tags on it. The dog is white and gray,There is a dog laying in a trash can. The dog is black and white. There is a couch under the dog. There is a white rug
val_188.jpg," are two trains at the platform. The trains are blue with white roofs. At the platform, people are standing. Most of the people are wearing black uniforms",The image is of a train station area where a train is driving on the right side of the tracks. There is a sign with yellow background that has
val_112.jpg," man with no hair is sitting on a wooden slatted bench that has iron legs and arms. He is wearing tan rain boots, and a yellow jacket with",The man is sitting on a bench. The bench is made of wood. The man is wearing a jacket. The jacket is black. The man is
val_707.jpg," umbrella is open all the way outside. You can only see the umbrella and its design. You can not see anything else. The umbrella has purple, pink", there are umbrellas on the beach. one of the umbrellas is red. there are people sitting on the ground. there is a pol
val_710.jpg, picture is taken inside of a bathroom. A green tubs sits on a red tiled floor. A rack hangs over the tub with towels on it.,A bathroom with white walls and a white bathtub. There is a white sink in front of the wall. There is a mirror hanging above the sink
val_166.jpg, are several spotted giraffes in a field. There is tall brown grass and weeds under them. There are white clouds in the blue sky behind them.,Two giraffes are standing next to each other in a field.  The giraffes are cream with light brown spots on them.  Their
val_529.jpg, crowded beach is the scene of this photo.  Closest to the camera are lounge chairs. The lounge chairs have a black metal frame with canvas seating,A beautiful scene of a downtown area. There are a couple small personal boats that are parked very close to the pier and dock. The water looks beautiful
val_400.jpg, dog is running in the dirt. It is a black and white dog with spots. The dog has a long tail. The nose of the dog is black,Two dogs are playing on a grassy field.  One of the dogs is black and white.  The other dog is brown and white. 
val_247.jpg, living room has a fire place. The fire is burning. Above the fireplace on the mantel are decorations the family has left out. There are two cou,The house is made of wood. The walls are color biege. The window is color din. The curtains are color red. The floor is color
val_583.jpg, woman is surfing in the water. There is a large wave behind the woman. There are also some splashes closer to the top of the wave. The,The water in the ocean is making white waves. There is a person surfing in the wave. The person is wearing a black wet suit. The person
val_727.jpg, mass transit bus is traveling along a city street.  The bus is covered in multicolored wrap graphics advertising an upcoming animated movie.  The bus number,"Two public transportation buses are pulling up to a bus stop on a foggy day. The bus in the front is white, with green strips and the"
val_110.jpg, airplane is flying in the whitish-blue sky. The airplane is American Airlines and has the AA logo on the tail. There are two engines not on,"The image is of a plane flying in the sky on a cloudy day.  The plane has two engines on each of its wings, four large prope"
val_856.jpg, are gathered together. I see many umbrellas that are different colors. There are bike tires in this image that are black. People are standing. A,Two people are riding on a scooter to the right of the sidewalk. A man is on a bike to the left of the sidewalk. A person
val_946.jpg," is a picture of a person. The person is wind surfing. The man is holding a sail. The sail is white, red, and black with a",Three people are wind surfing in the water. The people are holding onto orange and white colored sails while their feet are on a ski board. The sk
val_26.jpg, small black and white boat traveling across a body of water. The bot has many port holes on it. There are large radio towers and communication equipment on the,The boat is in motion on the water. There are many green plush healthy trees in the background. There is a White Castle on the edge of the
val_338.jpg,"ful surfboards stand in a row.  They are yellow, orange and white.  They have cords wrapped around their lower ends, near the fins.",Two people are standing on a beach. They are both holding surfboards. One of the surfboards has a picture of a dog on it. There
val_341.jpg,door winter covered landscape in a rural area.  Tall snow covered pine trees line the road.  The ice snow covered road winds up a incline.,The sky is partly cloudy and looks foggy. There is a bushy white tree trunk in the distance. A bench is under the tree. There
val_749.jpg, are dark colored cars parked. The cat is standing on the grass. The cat is gray and white. The collar is blue. The paws are white.,Two dogs are playing with each other outside. One of the dogs is a dark brown color and the other is a lighter brown color. All of the
val_935.jpg," man is standing in a bathroom. He is holding a gray camera over one of his eyes, while he stands in front of a mirror. A white painted", A man in a white tank top is holding a white urinal in his hand.  The man in the white tank top is bald.  The
val_39.jpg, girl is looking at the camera. She is located near a black bench. She has a blue bag in her hand and is wearing a black coat. She,The woman is sitting on the bench looking at the camera. The bench is wooden and painted a bright yellow color. The woman is wearing eye glasses.
val_31.jpg," are walking toward a plane. This is a small airport. The plane has a propeller, and everything looks more informal than in a major airport. The","Two people are sitting on a bench in front of an old fashioned ""Great Western"" wall.  A heavyset plane is parked next to the"
val_3.jpg, are two elephants standing on the ground. There are two people standing next to them. One of the elephants on the left has its leg raised up. There,Three elephants are in a enclosure. One of the elephants is a baby and the other elephant is a adult. A fence is in front of the elephants
val_854.jpg, traffic lights are mounted to a single pole. The housing of the lights are green in color. The pole that the lights are mounted on is also green in,The sky is partly cloudy and mostly blue. There is a big bushy tree in the background. A bench is under the tree. Some people are
val_95.jpg, man is wearing a white shirt and white shorts. The man has white arm bands on his wrists. The man is holding a tennis racket in one hand and,The tennis player is holding a racket. She is wearing a white visor to match. She is also wearing wristbands on her wrist. The tennis
val_96.jpg," is a tan stuffed teddy bear sitting on a table behind a clear glass with ""Pepsi-Cola"" on it. The glass appears to be","Browse through a glass of beer and see what sticks out. There are pineapples, strawberries, and some exotic fruit. Behind the pineapp"
val_818.jpg," young girl is smiling and holding a pink teddy bear, possibly a Care Bear.  She is white, about four years old.  She has light", young girl is smiling as she holds onto a frisbee. The frisbee is white. The girl has dark brown hair. The fris
val_813.jpg, are two men smiling looking at the camera. They are both posing for the camera. They are wearing scarves that are connecting both of them together. The,Someone is holding a remote. The remote is white. The person is wearing a sweater. The sweater is dark blue. The person has a smile on
val_282.jpg," horses are standing outside. It is snowing and there is snow on the ground, grass and trees. On the left is a light gray horse, middle", horses are grazing on the grass. The horse close to the camera is looking directly at the camera. The horse on the left is looking directly at the
val_104.jpg, black cabinets are in a kitchen. There is a silver refrigerator. There is a door on the wall. There is dark colored tile on the floor. ,The kitchen is very clean. The stove is white. The clock on the stove is lit up in green. There is a hole in the wall that
val_53.jpg," the subway is a still picture of a white subway train trimmed in black. On the train is the number ""246"".  In front and to the side",The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
val_168.jpg, kite is in the sky. the kite is rainbow colored. there is a pier on the beach. the pier is made of dark colored wood.,Two people are standing on sand while flying a kite. One of the kites are red and the other is blue and both have their wings out
val_438.jpg, baseball player is pitching a baseball. His face shows that he has just thrown the ball. He has on a white jersey and some white pants. His hat,The baseball player is looking up at the ball. The white ball is about to fall. The player is wearing gloves. He is also wearing a red
val_283.jpg, motorcycle sits parked on a parking lot. There is a large black and white license plate on the back of the bike. There are people standing off in the,Three motorcycles are parked in a parking lot by the beach. The motorcycle on the left is red and black in color while the motorcycle on the right is
val_382.jpg, is a dish filled with fruit. The dish seems to be made from glass. Two bananas are unripe. There are seven oranges and five strawberries.,Two white plates are sitting on a marble counter top. Each plate has as personal pizza on top of it. Next to one of the plates there is
val_821.jpg, bathroom is composed of white tile with white grout. There is a small window in the bathroom. On one wall there are four urinals which are all,The image is of a public toilet. The stall walls and doors are covered with graffiti. The toilet bowl itself is white. The lid on the toilet
val_88.jpg, group of men and women standing together. There is a white tent behind the crowd. There is a field of green grass behind the crowd. There is a, A man and a woman are standing outside on a sunny day. The man is wearing a short sleeve shirt and brown bottoms. The woman is wearing
val_842.jpg, is a mountain in the background of the image.  There are houses and green field toward the front of the image.  There are plowed dirt field,The sky is partly cloudy and mostly blue. There is a bushy tree with many brown branches. In the distance there is a forest with many trees
val_643.jpg, computer on the desk is on. The computer monitor is white. The chair at the desk is black. The chair is empty. The chair has wheels on,Behind the desk there is a computer monitor that is turned on. There is a black keyboard in front of the computer monitor. A black mouse is on
val_243.jpg," skier in a blue jacket, and blue, red and white pants is high in the air. The skier is wearing a yellow, and black helmet", snow is blowing and fogging the air. There is a person skiing found a large slope. There are others in the distance far ahead. There are
val_661.jpg, bike is outside and it is connected and parked on a green pole. IT is a street pole that is embedded into the ground and has some white graffiti on,"Two bikes are parked in front of a building.  One of the bikes has the name ""Lenovo"" written on it in white lettering."
val_486.jpg," 20 small birds are perched on some electrical lines or flying just above them.  It is a bright, sunny day and no clouds are visible.  There",The sky is partly cloudy and mostly blue. There is a truck driving down the street. There is a person riding a bike. There is a person
val_715.jpg," image is of half of a red brick wall, and a black iron gate. There are sharp barbed wires on the red brick wall, and there are",The city street is crowded with traffic. Did you see the cars are going in both directions. The car closest to the camera has its brake lights on
val_16.jpg, boy wearing a green shirt and jean shorts. The boy has blonde hair and he's holding a green skate board. The skate board has yellow wheels on, a boy is skating on his skateboard. the boy is wearing blue jeans. his shirt is red. his pants are grey in color. his skate
val_144.jpg," person with muscular legs is shown in two separate images swinging a baseball in a batting cage. The person is wearing a blue caged helmet,a  white",The baseball player is looking up at the ball. The white ball is about to fall. The player is holding a wooden bat. The wooden bat has
val_762.jpg, tall and strong is a white tower.  The tower is very old. The tower has a clock on both of its sides. Beside the tower is,The sky is partly cloudy and mostly blue. There is a clock tower in the distance. There is a red and white sign on the side of the
val_229.jpg, woman is looking back at the camera and she is winking. She has on an orange tank top and she is standing in the kitchen. In front of,A woman is sitting in front of a white refrigerator in a kitchen. The woman is wearing a brown dress and has a black hat on top of her
val_563.jpg, is a huge fresh sandwich on the glass table outside. It is loaded with fresh meat and fresh green lettuce. The sub bun is toasted brown in color,"The image is of a barbeque grill. There is a round plate on the left that contains red, green and yellow peppers on it. On"
val_458.jpg, is a woman along a beach. There is a large wave behind her. She is walking on brown sand. She has a black wet suit on and is,The woman is Raising her right arm to hit the water. She is wearing a blue wet suit. She is standing on top of a white surf
val_392.jpg,IVE HORSES GRAZING IN A FIELD. THERE IS A MOUNTAIN BEHIND IT WITH TREES. THE BOTTOM,Two horses are standing beside each other in a field.  The field has tall dry grass and bountiful trees.  One horse is black and the
val_311.jpg, large cheese pizza is on a tray. Half of the pizza has been cut into slices. There is a silver fork next to the pizza. There is a,There is a plate sitting on top of a table. There is a glass on the table behind the plate. There is a pie on top of the
val_164.jpg, are people standing on a court. There is a man in a white visor and he is holding a white frisbee. The man standing behind him,The tennis court is orange. The tennis player is waiting to hit the ball. The tennis ball is low to the ground in mid air. The tennis
val_649.jpg," man and a woman sit at a table.  On the table is birthday cake with many lit candles.  The woman, smiling, holds a camera.",A man is sitting at a table holding a wine glass in his hand. He is wearing a black jacket. There is a woman standing behind him wearing
val_206.jpg, loaded hot dogs are inside paper bowls on a plastic tray on top of a round wooden table. There is also a large order of thin fries. Two hot,The hot dog is cooked very well. The hot dog is brown on one side more than the other. The bread is toasted. The bread is
val_524.jpg, man is sitting at a wooden table with a baby is his lap. The baby is smiling and holding a spoon. There is a white plate in front of, a woman is frosting a two layer sheet cake. the cake has razors in it. there is a layer of powdered sugar on top of
val_923.jpg, picture is taken is taken inside of a bedroom. The bed is sitting against a tan painted wall. The headboard is black with white stripes. There are,A bed is sitting against a white painted wall in a room. There is a brown headboard on it. There is a pillow on top of the
val_273.jpg, train is in motion on the tracks. The sky above is very cloudy. The trees are green and bushy on the left side of the train. The,The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
val_671.jpg, older man and woman are standing outdoors. The woman is in a red jacket and jeans and is flying a kite. The kite is half pink and,Two people are standing on a grassy field flying kites. One of the kites is red and yellow. The other is blue and white.
val_363.jpg," photo is of a room with a blue chair, a table and a fireplace.   The walls of the room are a burnt orange.  The blue",The kitchen is very clean. The stove is white. The clock on the stove is lit up in green. The counter tops are a beige color
val_662.jpg, little toddler boy is smiling and looking back. His hands are on the handles of a large refrigerator. The refrigerator is stainless steel and the handles are black., is a kid sitting on a bench. the kid is holding a toothbrush. the toothbrush is blue in color. the kid has dark brown hair
val_447.jpg," large green donation box is sitting on a snow filled sidewalk in front of a brick building. The building has a black, yellow and red sign on it."," refrigerator has red brick walls. On the side of the fridge there is a microwave which is turned on. A coffee maker, cups and black trays"
val_242.jpg, in a white long sleeve shirt and red pants is standing on a snow board in mid-air.  In the background there are two multi-story buildings,A skateboarder is at the top of a ramp. He is almost on the ground.  His board is on the edge of the ramp.
val_810.jpg, group of people stand around in a parking lot. The parking lot is next to the park. Many of the people are wearing some kind of roller blades or,Two young men are posing for a picture outside on a sunny day. One of the men pulled his pants down and is showing is bare butt. There
val_612.jpg," is a rounded and 3D style mirror, belonging to the outside side of a yellow school bus. In the image can be seen the front and side of", is a picture of a person riding on a motorcycle. The motorcycle is black. The person is wearing a black helmet. The person has a white and
val_823.jpg, baby is sitting on a blue sitting chair.  Two brown teddy bears are sitting on either side of the baby on the chair.  The baby and,a boy is hugging a teddy bear. the teddy bear is brown in color. the boy is wearing a bright red shirt. there is a
val_594.jpg, photo is taken inside of a bathroom. A large white tub sits surrounded by tile. A large picture frame hangs on a wall above the tub. A glass,A white toilet is sitting in a room. There is a shower next to the toilet with a white shower curtain hanging from it. There is a white
val_255.jpg," pizza is on a plate.  The pizza has avocados, black olives, jalapenos  and onions.  The pizza is round",There are three slices of pizza on a table. The crust on the pizza looks black and appears to be partially burnt. There are also flakes of cheese
val_410.jpg, train with four cars is stopped on the right railroad track. There is an empty track next to the train. A small silver pole is secured in a brick,The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
val_433.jpg, computers sit on a wooden desk. On the left is a white Mac laptop. In the middle is a Mac desktop with a keyboard and wireless mouse. A,Microsoft has a lot of desktops and desktops. There is a long tan laptop that is open. There is also a black desktop that is closed
val_502.jpg," photo is taken on a baseball field. A boy is standing on the field in front of a black net. He is wearing a blue cap, red,",The baseball players are wearing uniforms that are white in color. The numbers on the jerseys are red in color. The helmets are blue. The men are
val_22.jpg, white passenger train is sitting still on it's tracks.  Another set of tracks sit's to the trains right.  Graffiti has been painted on the,The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
val_435.jpg, man sits on a bench near a hand written sign.  The sign is religious themed.  The man wears a tie.  The man is sitting on,Three people are seen in this picture standing outside at night. One person is wearing a black shirt and dark pants. The other person is wearing a gray
val_532.jpg," small brown, black, and white dog is wearing a banana split costume on a fall day. There is a felt banana on his right side. The owner", a little boy is holding a cat.  The cat is brown and black and has tiger like stripes.  The boy is wearing a striped shirt and
val_456.jpg, picture of a giraffe standing in a field of tall grass. There are many green trees behind the giraffe. The sky above the giraffe is gray,Two giraffes are standing next to each other in a field.  The giraffes are tall and grazing on grass.  One giraffe
val_846.jpg, is an image in the courtyard. There is a small metal bench in the courtyard. The bench is black. There is a street light by the bench.,There are tall buildings next to the street. There is a tall tower coming off of the buildings. There is a red rose in the sky above the
val_141.jpg, are two girls walking on the sidewalk. They are holding a black umbrella. The girls are wearing backpacks. They are walking next to bicycles. ,"Two people are walking outside on a sidewalk. One of the people is wearing a cap, blue shirt and black pants. The other person is wearing a"
val_883.jpg, is an image of two birds. The birds are standing on a ledge. The ledge is on a mountain. The ledge is very rough and rocky. The, A bird is flying in the sky. A bird is flying in the air. A bird is flying high up in the sky. A bird is flying
val_87.jpg, men stand by the road. One looks up while holding his camera. There is a motorcycle by the road. There are many tall trees around the men.,The man is riding his bike on the sidewalk. He is wearing a black jacket and blue jeans. There is a bike next to him parked on the
val_592.jpg, desktop computer is sitting on top of the table. The table is white. The mouse for the computer is white. The mouse is sitting to the right of,The image is of a cubicle. The cubicle has a desktop and a laptop computer which are both on.  The desktop screen shows a man
val_246.jpg," small brown and white giraffe is standing near a stream. The green grass is neatly trimmed, with some brown patches on the other side of the stream.", image is of three animals.  They are all facing away from the camera.  They all have off white fur.  They all have black and
val_220.jpg, yellow and white train is carrying many green train cars behind it on the tracks. It is sunny but the headlights are on. The front train has two square,The train is on the tracks. The train is dusty. The train car in the front is orange. The roof is white. The windows are white
